,estado,estado_ab,condado,partido,candidato,votos,fraccion_votos
16320,Ohio,OH,Logan,Republican,Ted Cruz,1914,0.184
16321,Ohio,OH,Lorain,Republican,Donald Trump,16286,0.367
16322,Ohio,OH,Lorain,Republican,John Kasich,21544,0.486
16324,Ohio,OH,Lorain,Republican,Ted Cruz,4956,0.112
16325,Ohio,OH,Lucas,Republican,Donald Trump,17403,0.337
16326,Ohio,OH,Lucas,Republican,John Kasich,24633,0.477
16328,Ohio,OH,Lucas,Republican,Ted Cruz,7821,0.151
16329,Ohio,OH,Madison,Republican,Donald Trump,2566,0.318
16330,Ohio,OH,Madison,Republican,John Kasich,3935,0.487
16333,Ohio,OH,Mahoning,Republican,Donald Trump,17139,0.506
16334,Ohio,OH,Mahoning,Republican,John Kasich,12669,0.374
16336,Ohio,OH,Mahoning,Republican,Ted Cruz,2725,0.08
16337,Ohio,OH,Marion,Republican,Donald Trump,4091,0.375
16338,Ohio,OH,Marion,Republican,John Kasich,4494,0.412
16340,Ohio,OH,Marion,Republican,Ted Cruz,1976,0.181
16341,Ohio,OH,Medina,Republican,Donald Trump,13552,0.357
16342,Ohio,OH,Medina,Republican,John Kasich,18572,0.489
16344,Ohio,OH,Medina,Republican,Ted Cruz,4571,0.12
16345,Ohio,OH,Meigs,Republican,Donald Trump,2378,0.475
16346,Ohio,OH,Meigs,Republican,John Kasich,1647,0.329
16349,Ohio,OH,Mercer,Republican,Donald Trump,3530,0.339
16350,Ohio,OH,Mercer,Republican,John Kasich,4488,0.431
16352,Ohio,OH,Mercer,Republican,Ted Cruz,2008,0.193
16353,Ohio,OH,Miami,Republican,Donald Trump,10848,0.407
16354,Ohio,OH,Miami,Republican,John Kasich,11050,0.415
16356,Ohio,OH,Miami,Republican,Ted Cruz,3664,0.137
16361,Ohio,OH,Montgomery,Republican,Donald Trump,35239,0.4
16362,Ohio,OH,Montgomery,Republican,John Kasich,39682,0.451
16363,Ohio,OH,Montgomery,Republican,Marco Rubio,1701,0.019
16364,Ohio,OH,Montgomery,Republican,Ted Cruz,10390,0.118
16369,Ohio,OH,Morrow,Republican,Donald Trump,2969,0.338
16370,Ohio,OH,Morrow,Republican,John Kasich,3440,0.392
16372,Ohio,OH,Morrow,Republican,Ted Cruz,2078,0.237
16373,Ohio,OH,Muskingum,Republican,Donald Trump,6112,0.403
16374,Ohio,OH,Muskingum,Republican,John Kasich,6599,0.435
16376,Ohio,OH,Muskingum,Republican,Ted Cruz,1836,0.121
16381,Ohio,OH,Ottawa,Republican,Donald Trump,2968,0.388
16382,Ohio,OH,Ottawa,Republican,John Kasich,3287,0.43
16386,Ohio,OH,Paulding,Republican,John Kasich,1657,0.406
16389,Ohio,OH,Perry,Republican,Donald Trump,2539,0.435
16390,Ohio,OH,Perry,Republican,John Kasich,2158,0.37
16393,Ohio,OH,Pickaway,Republican,Donald Trump,3515,0.329
16394,Ohio,OH,Pickaway,Republican,John Kasich,4885,0.457
16396,Ohio,OH,Pickaway,Republican,Ted Cruz,1985,0.186
16397,Ohio,OH,Pike,Republican,Donald Trump,1711,0.466
16401,Ohio,OH,Portage,Republican,Donald Trump,10795,0.427
16402,Ohio,OH,Portage,Republican,John Kasich,10921,0.432
16404,Ohio,OH,Portage,Republican,Ted Cruz,2699,0.107
16405,Ohio,OH,Preble,Republican,Donald Trump,5019,0.483
16406,Ohio,OH,Preble,Republican,John Kasich,3419,0.329
16408,Ohio,OH,Preble,Republican,Ted Cruz,1563,0.151
16409,Ohio,OH,Putnam,Republican,Donald Trump,2778,0.263
16410,Ohio,OH,Putnam,Republican,John Kasich,5024,0.476
16412,Ohio,OH,Putnam,Republican,Ted Cruz,2246,0.213
16413,Ohio,OH,Richland,Republican,Donald Trump,8829,0.36
16414,Ohio,OH,Richland,Republican,John Kasich,8994,0.367
16416,Ohio,OH,Richland,Republican,Ted Cruz,5742,0.234
16417,Ohio,OH,Ross,Republican,Donald Trump,4743,0.391
16418,Ohio,OH,Ross,Republican,John Kasich,4918,0.405
16420,Ohio,OH,Ross,Republican,Ted Cruz,1927,0.159
16421,Ohio,OH,Sandusky,Republican,Donald Trump,4159,0.353
16422,Ohio,OH,Sandusky,Republican,John Kasich,5064,0.429
16424,Ohio,OH,Sandusky,Republican,Ted Cruz,1941,0.165
16425,Ohio,OH,Scioto,Republican,Donald Trump,5729,0.501
16426,Ohio,OH,Scioto,Republican,John Kasich,3653,0.32
16429,Ohio,OH,Seneca,Republican,Donald Trump,3403,0.334
16430,Ohio,OH,Seneca,Republican,John Kasich,4596,0.452
16432,Ohio,OH,Seneca,Republican,Ted Cruz,1507,0.148
16433,Ohio,OH,Shelby,Republican,Donald Trump,4556,0.393
16434,Ohio,OH,Shelby,Republican,John Kasich,4693,0.405
16436,Ohio,OH,Shelby,Republican,Ted Cruz,1864,0.161
16437,Ohio,OH,Stark,Republican,Donald Trump,26047,0.376
16438,Ohio,OH,Stark,Republican,John Kasich,33297,0.481
16440,Ohio,OH,Stark,Republican,Ted Cruz,7293,0.105
16441,Ohio,OH,Summit,Republican,Donald Trump,55376,0.354
16442,Ohio,OH,Summit,Republican,John Kasich,79040,0.505
16443,Ohio,OH,Summit,Republican,Marco Rubio,3816,0.024
16444,Ohio,OH,Summit,Republican,Ted Cruz,15725,0.1
16445,Ohio,OH,Trumbull,Republican,Donald Trump,15125,0.526
16446,Ohio,OH,Trumbull,Republican,John Kasich,9792,0.341
16448,Ohio,OH,Trumbull,Republican,Ted Cruz,2711,0.094
16449,Ohio,OH,Tuscarawas,Republican,Donald Trump,6025,0.412
16450,Ohio,OH,Tuscarawas,Republican,John Kasich,5598,0.383
16452,Ohio,OH,Tuscarawas,Republican,Ted Cruz,2276,0.156
16453,Ohio,OH,Union,Republican,Donald Trump,3652,0.277
16454,Ohio,OH,Union,Republican,John Kasich,6835,0.518
16456,Ohio,OH,Union,Republican,Ted Cruz,2195,0.166
16457,Ohio,OH,Van Wert,Republican,Donald Trump,2426,0.343
16458,Ohio,OH,Van Wert,Republican,John Kasich,2688,0.38
16465,Ohio,OH,Warren,Republican,Donald Trump,20244,0.379
16466,Ohio,OH,Warren,Republican,John Kasich,22870,0.428
16468,Ohio,OH,Warren,Republican,Ted Cruz,7965,0.149
16469,Ohio,OH,Washington,Republican,Donald Trump,5048,0.397
16470,Ohio,OH,Washington,Republican,John Kasich,5023,0.395
16472,Ohio,OH,Washington,Republican,Ted Cruz,1997,0.157
16473,Ohio,OH,Wayne,Republican,Donald Trump,6496,0.304
16474,Ohio,OH,Wayne,Republican,John Kasich,10533,0.492
16476,Ohio,OH,Wayne,Republican,Ted Cruz,3587,0.168
16477,Ohio,OH,Williams,Republican,Donald Trump,2806,0.327
16478,Ohio,OH,Williams,Republican,John Kasich,3943,0.459
16481,Ohio,OH,Wood,Republican,Donald Trump,6911,0.305
16482,Ohio,OH,Wood,Republican,John Kasich,10968,0.485
16484,Ohio,OH,Wood,Republican,Ted Cruz,3718,0.164
16485,Ohio,OH,Wyandot,Republican,Donald Trump,1720,0.375
16486,Ohio,OH,Wyandot,Republican,John Kasich,1896,0.413
16684,Oklahoma,OK,Canadian,Republican,Donald Trump,6201,0.277
16686,Oklahoma,OK,Canadian,Republican,Marco Rubio,5817,0.26
16687,Oklahoma,OK,Canadian,Republican,Ted Cruz,8105,0.362
16708,Oklahoma,OK,Cleveland,Republican,Ben Carson,2038,0.057
16709,Oklahoma,OK,Cleveland,Republican,Donald Trump,9387,0.262
16711,Oklahoma,OK,Cleveland,Republican,Marco Rubio,10101,0.282
16712,Oklahoma,OK,Cleveland,Republican,Ted Cruz,12328,0.344
16719,Oklahoma,OK,Comanche,Republican,Donald Trump,2378,0.29
16722,Oklahoma,OK,Comanche,Republican,Ted Cruz,3419,0.417
16734,Oklahoma,OK,Creek,Republican,Donald Trump,3327,0.323
16736,Oklahoma,OK,Creek,Republican,Marco Rubio,2133,0.207
16737,Oklahoma,OK,Creek,Republican,Ted Cruz,3812,0.37
16744,Oklahoma,OK,Delaware,Republican,Donald Trump,1721,0.369
16759,Oklahoma,OK,Garfield,Republican,Donald Trump,2741,0.301
16761,Oklahoma,OK,Garfield,Republican,Marco Rubio,2545,0.279
16762,Oklahoma,OK,Garfield,Republican,Ted Cruz,2798,0.307
16769,Oklahoma,OK,Grady,Republican,Donald Trump,2274,0.297
16771,Oklahoma,OK,Grady,Republican,Marco Rubio,1659,0.217
16772,Oklahoma,OK,Grady,Republican,Ted Cruz,3020,0.394
16819,Oklahoma,OK,Kay,Republican,Donald Trump,1926,0.3
16821,Oklahoma,OK,Kay,Republican,Marco Rubio,1593,0.248
16822,Oklahoma,OK,Kay,Republican,Ted Cruz,2190,0.341
16844,Oklahoma,OK,Lincoln,Republican,Donald Trump,1593,0.319
16847,Oklahoma,OK,Lincoln,Republican,Ted Cruz,1908,0.382
16849,Oklahoma,OK,Logan,Republican,Donald Trump,2244,0.289
16851,Oklahoma,OK,Logan,Republican,Marco Rubio,1912,0.246
16852,Oklahoma,OK,Logan,Republican,Ted Cruz,2821,0.363
16869,Oklahoma,OK,Mayes,Republican,Donald Trump,1570,0.353
16874,Oklahoma,OK,McClain,Republican,Donald Trump,1758,0.288
16877,Oklahoma,OK,McClain,Republican,Ted Cruz,2484,0.406
16897,Oklahoma,OK,Muskogee,Republican,Ted Cruz,1561,0.31
16913,Oklahoma,OK,Oklahoma,Republican,Ben Carson,4992,0.056
16914,Oklahoma,OK,Oklahoma,Republican,Donald Trump,22117,0.25
16915,Oklahoma,OK,Oklahoma,Republican,John Kasich,4007,0.045
16916,Oklahoma,OK,Oklahoma,Republican,Marco Rubio,29030,0.328
16917,Oklahoma,OK,Oklahoma,Republican,Ted Cruz,26912,0.304
16924,Oklahoma,OK,Osage,Republican,Donald Trump,1698,0.315
16927,Oklahoma,OK,Osage,Republican,Ted Cruz,2048,0.38
16939,Oklahoma,OK,Payne,Republican,Donald Trump,2389,0.259
16941,Oklahoma,OK,Payne,Republican,Marco Rubio,2869,0.311
16942,Oklahoma,OK,Payne,Republican,Ted Cruz,2693,0.292
16954,Oklahoma,OK,Pottawatomie,Republican,Donald Trump,2309,0.293
16956,Oklahoma,OK,Pottawatomie,Republican,Marco Rubio,1803,0.229
16957,Oklahoma,OK,Pottawatomie,Republican,Ted Cruz,2914,0.37
16969,Oklahoma,OK,Rogers,Republican,Donald Trump,4807,0.306
16971,Oklahoma,OK,Rogers,Republican,Marco Rubio,3545,0.226
16972,Oklahoma,OK,Rogers,Republican,Ted Cruz,5850,0.372
16984,Oklahoma,OK,Stephens,Republican,Donald Trump,1607,0.295
16987,Oklahoma,OK,Stephens,Republican,Ted Cruz,2428,0.446
16998,Oklahoma,OK,Tulsa,Republican,Ben Carson,4946,0.056
16999,Oklahoma,OK,Tulsa,Republican,Donald Trump,23900,0.271
17000,Oklahoma,OK,Tulsa,Republican,John Kasich,4205,0.048
17001,Oklahoma,OK,Tulsa,Republican,Marco Rubio,25989,0.295
17002,Oklahoma,OK,Tulsa,Republican,Ted Cruz,27829,0.316
17004,Oklahoma,OK,Wagoner,Republican,Donald Trump,3462,0.301
17006,Oklahoma,OK,Wagoner,Republican,Marco Rubio,2540,0.22
17007,Oklahoma,OK,Wagoner,Republican,Ted Cruz,4459,0.387
17009,Oklahoma,OK,Washington,Republican,Donald Trump,2269,0.242
17011,Oklahoma,OK,Washington,Republican,Marco Rubio,2446,0.261
17012,Oklahoma,OK,Washington,Republican,Ted Cruz,3597,0.384
17100,Oregon,OR,Baker,Republican,Donald Trump,2330,0.669
17103,Oregon,OR,Benton,Republican,Donald Trump,4138,0.567
17104,Oregon,OR,Benton,Republican,John Kasich,1742,0.239
17106,Oregon,OR,Clackamas,Republican,Donald Trump,24884,0.635
17107,Oregon,OR,Clackamas,Republican,John Kasich,7384,0.189
17108,Oregon,OR,Clackamas,Republican,Ted Cruz,6891,0.176
17109,Oregon,OR,Clatsop,Republican,Donald Trump,2391,0.699
17112,Oregon,OR,Columbia,Republican,Donald Trump,3418,0.677
17115,Oregon,OR,Coos,Republican,Donald Trump,5961,0.787
17118,Oregon,OR,Crook,Republican,Donald Trump,3051,0.729
17121,Oregon,OR,Curry,Republican,Donald Trump,2936,0.778
17124,Oregon,OR,Deschutes,Republican,Donald Trump,14264,0.679
17125,Oregon,OR,Deschutes,Republican,John Kasich,3649,0.174
17126,Oregon,OR,Deschutes,Republican,Ted Cruz,3095,0.147
17127,Oregon,OR,Douglas,Republican,Donald Trump,12263,0.76
17128,Oregon,OR,Douglas,Republican,John Kasich,1522,0.094
17129,Oregon,OR,Douglas,Republican,Ted Cruz,2348,0.146
17142,Oregon,OR,Jackson,Republican,Donald Trump,18498,0.746
17143,Oregon,OR,Jackson,Republican,John Kasich,3118,0.126
17144,Oregon,OR,Jackson,Republican,Ted Cruz,3195,0.129
17145,Oregon,OR,Jefferson,Republican,Donald Trump,1771,0.712
17148,Oregon,OR,Josephine,Republican,Donald Trump,10325,0.755
17150,Oregon,OR,Josephine,Republican,Ted Cruz,2016,0.147
17151,Oregon,OR,Klamath,Republican,Donald Trump,8451,0.742
17153,Oregon,OR,Klamath,Republican,Ted Cruz,1930,0.17
17157,Oregon,OR,Lane,Republican,Donald Trump,21467,0.68
17158,Oregon,OR,Lane,Republican,John Kasich,5040,0.16
17159,Oregon,OR,Lane,Republican,Ted Cruz,5045,0.16
17160,Oregon,OR,Lincoln,Republican,Donald Trump,3287,0.696
17163,Oregon,OR,Linn,Republican,Donald Trump,9085,0.67
17164,Oregon,OR,Linn,Republican,John Kasich,1737,0.128
17165,Oregon,OR,Linn,Republican,Ted Cruz,2736,0.202
17166,Oregon,OR,Malheur,Republican,Donald Trump,2543,0.747
17169,Oregon,OR,Marion,Republican,Donald Trump,16572,0.622
17170,Oregon,OR,Marion,Republican,John Kasich,4334,0.163
17171,Oregon,OR,Marion,Republican,Ted Cruz,5716,0.215
17175,Oregon,OR,Multnomah,Republican,Donald Trump,16894,0.59
17176,Oregon,OR,Multnomah,Republican,John Kasich,7118,0.248
17177,Oregon,OR,Multnomah,Republican,Ted Cruz,4642,0.162
17178,Oregon,OR,Polk,Republican,Donald Trump,5518,0.602
17179,Oregon,OR,Polk,Republican,John Kasich,1516,0.165
17180,Oregon,OR,Polk,Republican,Ted Cruz,2138,0.233
17184,Oregon,OR,Tillamook,Republican,Donald Trump,2127,0.703
17187,Oregon,OR,Umatilla,Republican,Donald Trump,5065,0.704
17190,Oregon,OR,Union,Republican,Donald Trump,2869,0.69
17196,Oregon,OR,Wasco,Republican,Donald Trump,1707,0.679
17199,Oregon,OR,Washington,Republican,Donald Trump,24057,0.587
17200,Oregon,OR,Washington,Republican,John Kasich,9456,0.231
17201,Oregon,OR,Washington,Republican,Ted Cruz,7490,0.183
17205,Oregon,OR,Yamhill,Republican,Donald Trump,6843,0.61
17206,Oregon,OR,Yamhill,Republican,John Kasich,1879,0.167
17207,Oregon,OR,Yamhill,Republican,Ted Cruz,2505,0.223
17342,Pennsylvania,PA,Adams,Republican,Donald Trump,9754,0.573
17343,Pennsylvania,PA,Adams,Republican,John Kasich,2687,0.158
17344,Pennsylvania,PA,Adams,Republican,Ted Cruz,4058,0.239
17345,Pennsylvania,PA,Allegheny,Republican,Donald Trump,61004,0.51
17346,Pennsylvania,PA,Allegheny,Republican,John Kasich,33045,0.276
17347,Pennsylvania,PA,Allegheny,Republican,Ted Cruz,23883,0.2
17348,Pennsylvania,PA,Armstrong,Republican,Donald Trump,7578,0.672
17350,Pennsylvania,PA,Armstrong,Republican,Ted Cruz,2154,0.191
17351,Pennsylvania,PA,Beaver,Republican,Donald Trump,11178,0.575
17352,Pennsylvania,PA,Beaver,Republican,John Kasich,3572,0.184
17353,Pennsylvania,PA,Beaver,Republican,Ted Cruz,4331,0.223
17354,Pennsylvania,PA,Bedford,Republican,Donald Trump,6540,0.631
17356,Pennsylvania,PA,Bedford,Republican,Ted Cruz,2545,0.246
17357,Pennsylvania,PA,Berks,Republican,Donald Trump,28719,0.598
17358,Pennsylvania,PA,Berks,Republican,John Kasich,7919,0.165
17359,Pennsylvania,PA,Berks,Republican,Ted Cruz,10343,0.215
17360,Pennsylvania,PA,Blair,Republican,Donald Trump,12870,0.612
17361,Pennsylvania,PA,Blair,Republican,John Kasich,2513,0.12
17362,Pennsylvania,PA,Blair,Republican,Ted Cruz,5081,0.242
17363,Pennsylvania,PA,Bradford,Republican,Donald Trump,6501,0.61
17364,Pennsylvania,PA,Bradford,Republican,John Kasich,1508,0.141
17365,Pennsylvania,PA,Bradford,Republican,Ted Cruz,2352,0.221
17366,Pennsylvania,PA,Bucks,Republican,Donald Trump,51433,0.566
17367,Pennsylvania,PA,Bucks,Republican,John Kasich,20217,0.222
17368,Pennsylvania,PA,Bucks,Republican,Ted Cruz,17122,0.188
17369,Pennsylvania,PA,Butler,Republican,Donald Trump,19668,0.568
17370,Pennsylvania,PA,Butler,Republican,John Kasich,6717,0.194
17371,Pennsylvania,PA,Butler,Republican,Ted Cruz,7581,0.219
17372,Pennsylvania,PA,Cambria,Republican,Donald Trump,10795,0.652
17373,Pennsylvania,PA,Cambria,Republican,John Kasich,1990,0.12
17374,Pennsylvania,PA,Cambria,Republican,Ted Cruz,3423,0.207
17378,Pennsylvania,PA,Carbon,Republican,Donald Trump,5977,0.727
17381,Pennsylvania,PA,Centre,Republican,Donald Trump,10016,0.493
17382,Pennsylvania,PA,Centre,Republican,John Kasich,4557,0.224
17383,Pennsylvania,PA,Centre,Republican,Ted Cruz,5195,0.255
17384,Pennsylvania,PA,Chester,Republican,Donald Trump,35577,0.468
17385,Pennsylvania,PA,Chester,Republican,John Kasich,23855,0.314
17386,Pennsylvania,PA,Chester,Republican,Ted Cruz,14996,0.197
17387,Pennsylvania,PA,Clarion,Republican,Donald Trump,4224,0.614
17390,Pennsylvania,PA,Clearfield,Republican,Donald Trump,7862,0.671
17392,Pennsylvania,PA,Clearfield,Republican,Ted Cruz,2239,0.191
17393,Pennsylvania,PA,Clinton,Republican,Donald Trump,3171,0.658
17396,Pennsylvania,PA,Columbia,Republican,Donald Trump,5816,0.672
17398,Pennsylvania,PA,Columbia,Republican,Ted Cruz,1638,0.189
17399,Pennsylvania,PA,Crawford,Republican,Donald Trump,7471,0.553
17400,Pennsylvania,PA,Crawford,Republican,John Kasich,2204,0.163
17401,Pennsylvania,PA,Crawford,Republican,Ted Cruz,3470,0.257
17402,Pennsylvania,PA,Cumberland,Republican,Donald Trump,22457,0.511
17403,Pennsylvania,PA,Cumberland,Republican,John Kasich,8630,0.196
17404,Pennsylvania,PA,Cumberland,Republican,Ted Cruz,11773,0.268
17405,Pennsylvania,PA,Dauphin,Republican,Donald Trump,21253,0.535
17406,Pennsylvania,PA,Dauphin,Republican,John Kasich,7278,0.183
17407,Pennsylvania,PA,Dauphin,Republican,Ted Cruz,10148,0.256
17408,Pennsylvania,PA,Delaware,Republican,Donald Trump,42381,0.522
17409,Pennsylvania,PA,Delaware,Republican,John Kasich,23006,0.283
17410,Pennsylvania,PA,Delaware,Republican,Ted Cruz,13072,0.161
17411,Pennsylvania,PA,Elk,Republican,Donald Trump,2647,0.673
17414,Pennsylvania,PA,Erie,Republican,Donald Trump,15869,0.525
17415,Pennsylvania,PA,Erie,Republican,John Kasich,6117,0.202
17416,Pennsylvania,PA,Erie,Republican,Ted Cruz,7509,0.248
17417,Pennsylvania,PA,Fayette,Republican,Donald Trump,8524,0.697
17419,Pennsylvania,PA,Fayette,Republican,Ted Cruz,2215,0.181
17423,Pennsylvania,PA,Franklin,Republican,Donald Trump,15631,0.577
17424,Pennsylvania,PA,Franklin,Republican,John Kasich,3660,0.135
17425,Pennsylvania,PA,Franklin,Republican,Ted Cruz,6937,0.256
17426,Pennsylvania,PA,Fulton,Republican,Donald Trump,1783,0.644
17429,Pennsylvania,PA,Greene,Republican,Donald Trump,2478,0.656
17432,Pennsylvania,PA,Huntingdon,Republican,Donald Trump,5230,0.624
17434,Pennsylvania,PA,Huntingdon,Republican,Ted Cruz,1880,0.224
17435,Pennsylvania,PA,Indiana,Republican,Donald Trump,7585,0.626
17436,Pennsylvania,PA,Indiana,Republican,John Kasich,1751,0.145
17437,Pennsylvania,PA,Indiana,Republican,Ted Cruz,2481,0.205
17438,Pennsylvania,PA,Jefferson,Republican,Donald Trump,5102,0.659
17441,Pennsylvania,PA,Juniata,Republican,Donald Trump,2390,0.563
17444,Pennsylvania,PA,Lackawanna,Republican,Donald Trump,14406,0.697
17445,Pennsylvania,PA,Lackawanna,Republican,John Kasich,2599,0.126
17446,Pennsylvania,PA,Lackawanna,Republican,Ted Cruz,3355,0.162
17447,Pennsylvania,PA,Lancaster,Republican,Donald Trump,38171,0.44
17448,Pennsylvania,PA,Lancaster,Republican,John Kasich,18711,0.216
17449,Pennsylvania,PA,Lancaster,Republican,Ted Cruz,27388,0.316
17450,Pennsylvania,PA,Lawrence,Republican,Donald Trump,6964,0.6
17451,Pennsylvania,PA,Lawrence,Republican,John Kasich,1794,0.155
17452,Pennsylvania,PA,Lawrence,Republican,Ted Cruz,2623,0.226
17453,Pennsylvania,PA,Lebanon,Republican,Donald Trump,13490,0.555
17454,Pennsylvania,PA,Lebanon,Republican,John Kasich,3649,0.15
17455,Pennsylvania,PA,Lebanon,Republican,Ted Cruz,6614,0.272
17456,Pennsylvania,PA,Lehigh,Republican,Donald Trump,20891,0.557
17457,Pennsylvania,PA,Lehigh,Republican,John Kasich,7064,0.188
17458,Pennsylvania,PA,Lehigh,Republican,Ted Cruz,8810,0.235
17459,Pennsylvania,PA,Luzerne,Republican,Donald Trump,28660,0.774
17460,Pennsylvania,PA,Luzerne,Republican,John Kasich,3356,0.091
17461,Pennsylvania,PA,Luzerne,Republican,Ted Cruz,4621,0.125
17462,Pennsylvania,PA,Lycoming,Republican,Donald Trump,12898,0.617
17463,Pennsylvania,PA,Lycoming,Republican,John Kasich,2205,0.105
17464,Pennsylvania,PA,Lycoming,Republican,Ted Cruz,5343,0.256
17465,Pennsylvania,PA,McKean,Republican,Donald Trump,3845,0.638
17468,Pennsylvania,PA,Mercer,Republican,Donald Trump,8278,0.554
17469,Pennsylvania,PA,Mercer,Republican,John Kasich,3314,0.222
17470,Pennsylvania,PA,Mercer,Republican,Ted Cruz,2991,0.2
17471,Pennsylvania,PA,Mifflin,Republican,Donald Trump,4310,0.589
17473,Pennsylvania,PA,Mifflin,Republican,Ted Cruz,1788,0.244
17474,Pennsylvania,PA,Monroe,Republican,Donald Trump,10016,0.694
17475,Pennsylvania,PA,Monroe,Republican,John Kasich,1701,0.118
17476,Pennsylvania,PA,Monroe,Republican,Ted Cruz,2433,0.169
17477,Pennsylvania,PA,Montgomery,Republican,Donald Trump,51444,0.483
17478,Pennsylvania,PA,Montgomery,Republican,John Kasich,31228,0.293
17479,Pennsylvania,PA,Montgomery,Republican,Ted Cruz,21395,0.201
17480,Pennsylvania,PA,Montour,Republican,Donald Trump,1744,0.592
17483,Pennsylvania,PA,Northampton,Republican,Donald Trump,19285,0.611
17484,Pennsylvania,PA,Northampton,Republican,John Kasich,4912,0.156
17485,Pennsylvania,PA,Northampton,Republican,Ted Cruz,6857,0.217
17486,Pennsylvania,PA,Northumberland,Republican,Donald Trump,8087,0.644
17488,Pennsylvania,PA,Northumberland,Republican,Ted Cruz,2793,0.222
17489,Pennsylvania,PA,Perry,Republican,Donald Trump,5424,0.575
17491,Pennsylvania,PA,Perry,Republican,Ted Cruz,2710,0.287
17492,Pennsylvania,PA,Philadelphia,Republican,Donald Trump,25024,0.574
17493,Pennsylvania,PA,Philadelphia,Republican,John Kasich,9270,0.213
17494,Pennsylvania,PA,Philadelphia,Republican,Ted Cruz,7969,0.183
17495,Pennsylvania,PA,Pike,Republican,Donald Trump,5187,0.741
