,estado,estado_ab,condado,partido,candidato,votos,fraccion_votos
14882,New Mexico,NM,Eddy,Republican,Donald Trump,3409,0.781
14897,New Mexico,NM,Lea,Republican,Donald Trump,3112,0.785
14900,New Mexico,NM,Lincoln,Republican,Donald Trump,2179,0.789
14915,New Mexico,NM,Otero,Republican,Donald Trump,3256,0.734
14927,New Mexico,NM,San Juan,Republican,Donald Trump,5749,0.718
14933,New Mexico,NM,Sandoval,Republican,Donald Trump,5676,0.716
14936,New Mexico,NM,Santa Fe,Republican,Donald Trump,2862,0.645
14954,New Mexico,NM,Valencia,Republican,Donald Trump,2614,0.705
15081,New York,NY,Albany,Republican,Donald Trump,6381,0.481
15082,New York,NY,Albany,Republican,John Kasich,4690,0.353
15083,New York,NY,Albany,Republican,Ted Cruz,2197,0.166
15084,New York,NY,Allegany,Republican,Donald Trump,2702,0.549
15087,New York,NY,Bronx,Republican,Donald Trump,4261,0.675
15090,New York,NY,Brooklyn,Republican,Donald Trump,14984,0.642
15091,New York,NY,Brooklyn,Republican,John Kasich,3741,0.16
15092,New York,NY,Brooklyn,Republican,Ted Cruz,4603,0.197
15093,New York,NY,Broome,Republican,Donald Trump,8409,0.497
15094,New York,NY,Broome,Republican,John Kasich,4822,0.285
15095,New York,NY,Broome,Republican,Ted Cruz,3683,0.218
15096,New York,NY,Cattaraugus,Republican,Donald Trump,3503,0.577
15099,New York,NY,Cayuga,Republican,Donald Trump,3024,0.496
15100,New York,NY,Cayuga,Republican,John Kasich,1942,0.318
15102,New York,NY,Chautauqua,Republican,Donald Trump,4648,0.541
15103,New York,NY,Chautauqua,Republican,John Kasich,2098,0.244
15104,New York,NY,Chautauqua,Republican,Ted Cruz,1838,0.214
15105,New York,NY,Chemung,Republican,Donald Trump,3982,0.502
15106,New York,NY,Chemung,Republican,John Kasich,2248,0.283
15107,New York,NY,Chemung,Republican,Ted Cruz,1703,0.215
15108,New York,NY,Chenango,Republican,Donald Trump,2384,0.514
15111,New York,NY,Clinton,Republican,Donald Trump,2364,0.545
15114,New York,NY,Columbia,Republican,Donald Trump,2522,0.573
15117,New York,NY,Cortland,Republican,Donald Trump,1627,0.444
15120,New York,NY,Delaware,Republican,Donald Trump,2683,0.591
15123,New York,NY,Dutchess,Republican,Donald Trump,12447,0.644
15124,New York,NY,Dutchess,Republican,John Kasich,4196,0.217
15125,New York,NY,Dutchess,Republican,Ted Cruz,2681,0.139
15126,New York,NY,Erie,Republican,Donald Trump,37607,0.657
15127,New York,NY,Erie,Republican,John Kasich,12245,0.214
15128,New York,NY,Erie,Republican,Ted Cruz,7428,0.13
15129,New York,NY,Essex,Republican,Donald Trump,1796,0.499
15135,New York,NY,Fulton,Republican,Donald Trump,3257,0.58
15138,New York,NY,Genesee,Republican,Donald Trump,3673,0.625
15141,New York,NY,Greene,Republican,Donald Trump,2538,0.638
15147,New York,NY,Herkimer,Republican,Donald Trump,3955,0.587
15148,New York,NY,Herkimer,Republican,John Kasich,1802,0.268
15150,New York,NY,Jefferson,Republican,Donald Trump,4939,0.567
15151,New York,NY,Jefferson,Republican,John Kasich,2676,0.307
15153,New York,NY,Lewis,Republican,Donald Trump,1559,0.549
15156,New York,NY,Livingston,Republican,Donald Trump,3744,0.568
15157,New York,NY,Livingston,Republican,John Kasich,1603,0.243
15159,New York,NY,Madison,Republican,Donald Trump,2968,0.47
15160,New York,NY,Madison,Republican,John Kasich,2102,0.333
15162,New York,NY,Manhattan,Republican,Donald Trump,10393,0.418
15163,New York,NY,Manhattan,Republican,John Kasich,11251,0.452
15164,New York,NY,Manhattan,Republican,Ted Cruz,3243,0.13
15165,New York,NY,Monroe,Republican,Donald Trump,27055,0.516
15166,New York,NY,Monroe,Republican,John Kasich,16246,0.31
15167,New York,NY,Monroe,Republican,Ted Cruz,9082,0.173
15168,New York,NY,Montgomery,Republican,Donald Trump,1957,0.558
15171,New York,NY,Nassau,Republican,Donald Trump,66989,0.684
15172,New York,NY,Nassau,Republican,John Kasich,21682,0.221
15173,New York,NY,Nassau,Republican,Ted Cruz,9325,0.095
15174,New York,NY,Niagara,Republican,Donald Trump,10940,0.675
15175,New York,NY,Niagara,Republican,John Kasich,3077,0.19
15176,New York,NY,Niagara,Republican,Ted Cruz,2197,0.136
15177,New York,NY,Oneida,Republican,Donald Trump,10832,0.569
15178,New York,NY,Oneida,Republican,John Kasich,5108,0.268
15179,New York,NY,Oneida,Republican,Ted Cruz,3109,0.163
15180,New York,NY,Onondaga,Republican,Donald Trump,14372,0.456
15181,New York,NY,Onondaga,Republican,John Kasich,11486,0.364
15182,New York,NY,Onondaga,Republican,Ted Cruz,5669,0.18
15183,New York,NY,Ontario,Republican,Donald Trump,4122,0.512
15184,New York,NY,Ontario,Republican,John Kasich,2430,0.302
15186,New York,NY,Orange,Republican,Donald Trump,16130,0.695
15187,New York,NY,Orange,Republican,John Kasich,4135,0.178
15188,New York,NY,Orange,Republican,Ted Cruz,2942,0.127
15189,New York,NY,Orleans,Republican,Donald Trump,2532,0.642
15192,New York,NY,Oswego,Republican,Donald Trump,6151,0.548
15193,New York,NY,Oswego,Republican,John Kasich,3163,0.282
15194,New York,NY,Oswego,Republican,Ted Cruz,1907,0.17
15195,New York,NY,Otsego,Republican,Donald Trump,2573,0.52
15198,New York,NY,Putnam,Republican,Donald Trump,5757,0.704
15199,New York,NY,Putnam,Republican,John Kasich,1509,0.184
15201,New York,NY,Queens,Republican,Donald Trump,19165,0.679
15202,New York,NY,Queens,Republican,John Kasich,5080,0.18
15203,New York,NY,Queens,Republican,Ted Cruz,3982,0.141
15204,New York,NY,Rensselaer,Republican,Donald Trump,4559,0.532
15205,New York,NY,Rensselaer,Republican,John Kasich,2490,0.291
15206,New York,NY,Rensselaer,Republican,Ted Cruz,1516,0.177
15207,New York,NY,Rockland,Republican,Donald Trump,8835,0.629
15208,New York,NY,Rockland,Republican,John Kasich,2991,0.213
15209,New York,NY,Rockland,Republican,Ted Cruz,2212,0.158
15210,New York,NY,Saint Lawrence,Republican,Donald Trump,3617,0.556
15211,New York,NY,Saint Lawrence,Republican,John Kasich,1905,0.293
15213,New York,NY,Saratoga,Republican,Donald Trump,11204,0.479
15214,New York,NY,Saratoga,Republican,John Kasich,7966,0.341
15215,New York,NY,Saratoga,Republican,Ted Cruz,4197,0.18
15216,New York,NY,Schenectady,Republican,Donald Trump,4283,0.478
15217,New York,NY,Schenectady,Republican,John Kasich,2802,0.313
15218,New York,NY,Schenectady,Republican,Ted Cruz,1869,0.209
15225,New York,NY,Seneca,Republican,Donald Trump,1516,0.536
15228,New York,NY,Staten Island,Republican,Donald Trump,20263,0.821
15229,New York,NY,Staten Island,Republican,John Kasich,2502,0.101
15230,New York,NY,Staten Island,Republican,Ted Cruz,1923,0.078
15231,New York,NY,Steuben,Republican,Donald Trump,5957,0.55
15232,New York,NY,Steuben,Republican,John Kasich,2616,0.241
15233,New York,NY,Steuben,Republican,Ted Cruz,2261,0.209
15234,New York,NY,Suffolk,Republican,Donald Trump,69379,0.725
15235,New York,NY,Suffolk,Republican,John Kasich,17716,0.185
15236,New York,NY,Suffolk,Republican,Ted Cruz,8548,0.089
15237,New York,NY,Sullivan,Republican,Donald Trump,2563,0.69
15240,New York,NY,Tioga,Republican,Donald Trump,2801,0.499
15243,New York,NY,Tompkins,Republican,Donald Trump,1723,0.377
15244,New York,NY,Tompkins,Republican,John Kasich,1601,0.35
15246,New York,NY,Ulster,Republican,Donald Trump,6042,0.648
15247,New York,NY,Ulster,Republican,John Kasich,2050,0.22
15249,New York,NY,Warren,Republican,Donald Trump,3489,0.488
15250,New York,NY,Warren,Republican,John Kasich,2592,0.363
15252,New York,NY,Washington,Republican,Donald Trump,2337,0.463
15253,New York,NY,Washington,Republican,John Kasich,1741,0.345
15255,New York,NY,Wayne,Republican,Donald Trump,4285,0.552
15256,New York,NY,Wayne,Republican,John Kasich,1924,0.248
15257,New York,NY,Wayne,Republican,Ted Cruz,1548,0.2
15258,New York,NY,Westchester,Republican,Donald Trump,22958,0.562
15259,New York,NY,Westchester,Republican,John Kasich,13217,0.324
15260,New York,NY,Westchester,Republican,Ted Cruz,4647,0.114
15261,New York,NY,Wyoming,Republican,Donald Trump,2668,0.653
15467,North Carolina,NC,Alamance,Republican,Donald Trump,6507,0.383
15468,North Carolina,NC,Alamance,Republican,John Kasich,1791,0.105
15470,North Carolina,NC,Alamance,Republican,Ted Cruz,6956,0.409
15471,North Carolina,NC,Alexander,Republican,Donald Trump,2608,0.419
15474,North Carolina,NC,Alexander,Republican,Ted Cruz,2830,0.455
15483,North Carolina,NC,Ashe,Republican,Donald Trump,1993,0.447
15486,North Carolina,NC,Ashe,Republican,Ted Cruz,1588,0.356
15487,North Carolina,NC,Avery,Republican,Donald Trump,1785,0.426
15491,North Carolina,NC,Beaufort,Republican,Donald Trump,3165,0.443
15494,North Carolina,NC,Beaufort,Republican,Ted Cruz,2690,0.377
15503,North Carolina,NC,Brunswick,Republican,Donald Trump,11584,0.525
15504,North Carolina,NC,Brunswick,Republican,John Kasich,3627,0.164
15505,North Carolina,NC,Brunswick,Republican,Marco Rubio,1735,0.079
15506,North Carolina,NC,Brunswick,Republican,Ted Cruz,4599,0.208
15507,North Carolina,NC,Buncombe,Republican,Donald Trump,8430,0.309
15508,North Carolina,NC,Buncombe,Republican,John Kasich,4229,0.155
15509,North Carolina,NC,Buncombe,Republican,Marco Rubio,2485,0.091
15510,North Carolina,NC,Buncombe,Republican,Ted Cruz,11433,0.419
15511,North Carolina,NC,Burke,Republican,Donald Trump,4985,0.441
15514,North Carolina,NC,Burke,Republican,Ted Cruz,4268,0.378
15515,North Carolina,NC,Cabarrus,Republican,Donald Trump,11300,0.426
15516,North Carolina,NC,Cabarrus,Republican,John Kasich,2778,0.105
15517,North Carolina,NC,Cabarrus,Republican,Marco Rubio,1731,0.065
15518,North Carolina,NC,Cabarrus,Republican,Ted Cruz,10105,0.381
15519,North Carolina,NC,Caldwell,Republican,Donald Trump,5599,0.454
15522,North Carolina,NC,Caldwell,Republican,Ted Cruz,4567,0.371
15527,North Carolina,NC,Carteret,Republican,Donald Trump,7077,0.515
15530,North Carolina,NC,Carteret,Republican,Ted Cruz,3927,0.286
15535,North Carolina,NC,Catawba,Republican,Donald Trump,10991,0.44
15536,North Carolina,NC,Catawba,Republican,John Kasich,2354,0.094
15538,North Carolina,NC,Catawba,Republican,Ted Cruz,9710,0.388
15539,North Carolina,NC,Chatham,Republican,Donald Trump,3121,0.348
15540,North Carolina,NC,Chatham,Republican,John Kasich,1518,0.169
15542,North Carolina,NC,Chatham,Republican,Ted Cruz,3404,0.38
15543,North Carolina,NC,Cherokee,Republican,Donald Trump,2843,0.504
15546,North Carolina,NC,Cherokee,Republican,Ted Cruz,1833,0.325
15555,North Carolina,NC,Cleveland,Republican,Donald Trump,4668,0.447
15558,North Carolina,NC,Cleveland,Republican,Ted Cruz,4252,0.408
15559,North Carolina,NC,Columbus,Republican,Donald Trump,2162,0.607
15563,North Carolina,NC,Craven,Republican,Donald Trump,5608,0.447
15566,North Carolina,NC,Craven,Republican,Ted Cruz,4294,0.342
15567,North Carolina,NC,Cumberland,Republican,Donald Trump,10763,0.474
15568,North Carolina,NC,Cumberland,Republican,John Kasich,1733,0.076
15570,North Carolina,NC,Cumberland,Republican,Ted Cruz,8006,0.353
15571,North Carolina,NC,Currituck,Republican,Donald Trump,2368,0.542
15575,North Carolina,NC,Dare,Republican,Donald Trump,2650,0.501
15579,North Carolina,NC,Davidson,Republican,Donald Trump,10964,0.452
15580,North Carolina,NC,Davidson,Republican,John Kasich,1900,0.078
15582,North Carolina,NC,Davidson,Republican,Ted Cruz,9369,0.386
15583,North Carolina,NC,Davie,Republican,Donald Trump,3847,0.411
15586,North Carolina,NC,Davie,Republican,Ted Cruz,3359,0.359
15587,North Carolina,NC,Duplin,Republican,Donald Trump,2300,0.481
15590,North Carolina,NC,Duplin,Republican,Ted Cruz,1859,0.388
15591,North Carolina,NC,Durham,Republican,Donald Trump,4381,0.269
15592,North Carolina,NC,Durham,Republican,John Kasich,3383,0.208
15593,North Carolina,NC,Durham,Republican,Marco Rubio,1983,0.122
15594,North Carolina,NC,Durham,Republican,Ted Cruz,6144,0.377
15599,North Carolina,NC,Forsyth,Republican,Donald Trump,14043,0.339
15600,North Carolina,NC,Forsyth,Republican,John Kasich,7150,0.173
15601,North Carolina,NC,Forsyth,Republican,Marco Rubio,3428,0.083
15602,North Carolina,NC,Forsyth,Republican,Ted Cruz,15888,0.384
15603,North Carolina,NC,Franklin,Republican,Donald Trump,2984,0.405
15606,North Carolina,NC,Franklin,Republican,Ted Cruz,3443,0.467
15607,North Carolina,NC,Gaston,Republican,Donald Trump,11528,0.454
15608,North Carolina,NC,Gaston,Republican,John Kasich,2125,0.084
15609,North Carolina,NC,Gaston,Republican,Marco Rubio,1788,0.07
15610,North Carolina,NC,Gaston,Republican,Ted Cruz,9336,0.368
15619,North Carolina,NC,Granville,Republican,Donald Trump,2215,0.433
15622,North Carolina,NC,Granville,Republican,Ted Cruz,2180,0.426
15627,North Carolina,NC,Guilford,Republican,Donald Trump,18445,0.345
15628,North Carolina,NC,Guilford,Republican,John Kasich,8546,0.16
15629,North Carolina,NC,Guilford,Republican,Marco Rubio,4766,0.089
15630,North Carolina,NC,Guilford,Republican,Ted Cruz,20265,0.38
15635,North Carolina,NC,Harnett,Republican,Donald Trump,4943,0.443
15638,North Carolina,NC,Harnett,Republican,Ted Cruz,4670,0.418
15639,North Carolina,NC,Haywood,Republican,Donald Trump,3092,0.398
15642,North Carolina,NC,Haywood,Republican,Ted Cruz,2960,0.381
15643,North Carolina,NC,Henderson,Republican,Donald Trump,6972,0.337
15644,North Carolina,NC,Henderson,Republican,John Kasich,3202,0.155
15645,North Carolina,NC,Henderson,Republican,Marco Rubio,1759,0.085
15646,North Carolina,NC,Henderson,Republican,Ted Cruz,8301,0.401
15659,North Carolina,NC,Iredell,Republican,Donald Trump,12861,0.462
15660,North Carolina,NC,Iredell,Republican,John Kasich,3119,0.112
15661,North Carolina,NC,Iredell,Republican,Marco Rubio,1773,0.064
15662,North Carolina,NC,Iredell,Republican,Ted Cruz,9401,0.337
15663,North Carolina,NC,Jackson,Republican,Donald Trump,1624,0.395
15667,North Carolina,NC,Johnston,Republican,Donald Trump,10189,0.415
15668,North Carolina,NC,Johnston,Republican,John Kasich,1559,0.064
15670,North Carolina,NC,Johnston,Republican,Ted Cruz,10826,0.441
15675,North Carolina,NC,Lee,Republican,Donald Trump,2387,0.421
15678,North Carolina,NC,Lee,Republican,Ted Cruz,2233,0.394
15679,North Carolina,NC,Lenoir,Republican,Donald Trump,2277,0.457
15682,North Carolina,NC,Lenoir,Republican,Ted Cruz,1888,0.379
15683,North Carolina,NC,Lincoln,Republican,Donald Trump,6293,0.458
15686,North Carolina,NC,Lincoln,Republican,Ted Cruz,5003,0.364
15687,North Carolina,NC,Macon,Republican,Donald Trump,2870,0.449
15690,North Carolina,NC,Macon,Republican,Ted Cruz,2004,0.313
15699,North Carolina,NC,McDowell,Republican,Donald Trump,2552,0.412
15702,North Carolina,NC,McDowell,Republican,Ted Cruz,2422,0.391
15703,North Carolina,NC,Mecklenburg,Republican,Donald Trump,28531,0.325
15704,North Carolina,NC,Mecklenburg,Republican,John Kasich,19991,0.228
15705,North Carolina,NC,Mecklenburg,Republican,Marco Rubio,10598,0.121
15706,North Carolina,NC,Mecklenburg,Republican,Ted Cruz,26557,0.302
15707,North Carolina,NC,Mitchell,Republican,Donald Trump,1775,0.468
15715,North Carolina,NC,Moore,Republican,Donald Trump,7347,0.407
15716,North Carolina,NC,Moore,Republican,John Kasich,3108,0.172
15718,North Carolina,NC,Moore,Republican,Ted Cruz,5944,0.329
15719,North Carolina,NC,Nash,Republican,Donald Trump,4379,0.41
15722,North Carolina,NC,Nash,Republican,Ted Cruz,4578,0.428
15723,North Carolina,NC,New Hanover,Republican,Donald Trump,12631,0.444
15724,North Carolina,NC,New Hanover,Republican,John Kasich,5150,0.181
15725,North Carolina,NC,New Hanover,Republican,Marco Rubio,2696,0.095
15726,North Carolina,NC,New Hanover,Republican,Ted Cruz,7144,0.251
15731,North Carolina,NC,Onslow,Republican,Donald Trump,8343,0.484
15734,North Carolina,NC,Onslow,Republican,Ted Cruz,5686,0.33
15735,North Carolina,NC,Orange,Republican,Donald Trump,2880,0.275
15736,North Carolina,NC,Orange,Republican,John Kasich,2307,0.22
15738,North Carolina,NC,Orange,Republican,Ted Cruz,3586,0.342
15747,North Carolina,NC,Pender,Republican,Donald Trump,4033,0.525
15750,North Carolina,NC,Pender,Republican,Ted Cruz,2222,0.289
15755,North Carolina,NC,Person,Republican,Donald Trump,1872,0.457
15758,North Carolina,NC,Person,Republican,Ted Cruz,1714,0.419
15759,North Carolina,NC,Pitt,Republican,Donald Trump,5556,0.361
15760,North Carolina,NC,Pitt,Republican,John Kasich,1650,0.107
15762,North Carolina,NC,Pitt,Republican,Ted Cruz,6573,0.427
15763,North Carolina,NC,Polk,Republican,Donald Trump,1624,0.462
15767,North Carolina,NC,Randolph,Republican,Donald Trump,9108,0.428
15770,North Carolina,NC,Randolph,Republican,Ted Cruz,9013,0.423
15775,North Carolina,NC,Robeson,Republican,Donald Trump,2090,0.508
15779,North Carolina,NC,Rockingham,Republican,Donald Trump,4911,0.44
15782,North Carolina,NC,Rockingham,Republican,Ted Cruz,4451,0.399
15783,North Carolina,NC,Rowan,Republican,Donald Trump,9369,0.461
15784,North Carolina,NC,Rowan,Republican,John Kasich,1783,0.088
15786,North Carolina,NC,Rowan,Republican,Ted Cruz,7538,0.371
15787,North Carolina,NC,Rutherford,Republican,Donald Trump,4128,0.491
15790,North Carolina,NC,Rutherford,Republican,Ted Cruz,2882,0.343
15791,North Carolina,NC,Sampson,Republican,Donald Trump,3360,0.481
15794,North Carolina,NC,Sampson,Republican,Ted Cruz,2795,0.4
15799,North Carolina,NC,Stanly,Republican,Donald Trump,5202,0.492
15802,North Carolina,NC,Stanly,Republican,Ted Cruz,3607,0.341
15803,North Carolina,NC,Stokes,Republican,Donald Trump,3776,0.46
15806,North Carolina,NC,Stokes,Republican,Ted Cruz,3380,0.412
15807,North Carolina,NC,Surry,Republican,Donald Trump,4213,0.443
15810,North Carolina,NC,Surry,Republican,Ted Cruz,3850,0.405
15815,North Carolina,NC,Transylvania,Republican,Donald Trump,1932,0.335
15818,North Carolina,NC,Transylvania,Republican,Ted Cruz,2139,0.371
15823,North Carolina,NC,Union,Republican,Donald Trump,12641,0.397
15824,North Carolina,NC,Union,Republican,John Kasich,3740,0.117
15825,North Carolina,NC,Union,Republican,Marco Rubio,2487,0.078
15826,North Carolina,NC,Union,Republican,Ted Cruz,12335,0.387
15831,North Carolina,NC,Wake,Republican,Donald Trump,35174,0.293
15832,North Carolina,NC,Wake,Republican,John Kasich,21622,0.18
15833,North Carolina,NC,Wake,Republican,Marco Rubio,12343,0.103
15834,North Carolina,NC,Wake,Republican,Ted Cruz,48462,0.404
15843,North Carolina,NC,Watauga,Republican,Donald Trump,2321,0.318
15846,North Carolina,NC,Watauga,Republican,Ted Cruz,2719,0.372
15847,North Carolina,NC,Wayne,Republican,Donald Trump,4954,0.425
15850,North Carolina,NC,Wayne,Republican,Ted Cruz,4921,0.422
15851,North Carolina,NC,Wilkes,Republican,Donald Trump,5889,0.466
15854,North Carolina,NC,Wilkes,Republican,Ted Cruz,4730,0.374
15855,North Carolina,NC,Wilson,Republican,Donald Trump,3140,0.41
15858,North Carolina,NC,Wilson,Republican,Ted Cruz,3383,0.441
15859,North Carolina,NC,Yadkin,Republican,Donald Trump,3436,0.443
15862,North Carolina,NC,Yadkin,Republican,Ted Cruz,3183,0.41
16137,Ohio,OH,Adams,Republican,Donald Trump,2594,0.482
16138,Ohio,OH,Adams,Republican,John Kasich,1726,0.321
16141,Ohio,OH,Allen,Republican,Donald Trump,7193,0.352
16142,Ohio,OH,Allen,Republican,John Kasich,8719,0.426
16144,Ohio,OH,Allen,Republican,Ted Cruz,3710,0.181
16145,Ohio,OH,Ashland,Republican,Donald Trump,3793,0.329
16146,Ohio,OH,Ashland,Republican,John Kasich,5139,0.446
16148,Ohio,OH,Ashland,Republican,Ted Cruz,2012,0.175
16149,Ohio,OH,Ashtabula,Republican,Donald Trump,6127,0.442
16150,Ohio,OH,Ashtabula,Republican,John Kasich,5250,0.379
16152,Ohio,OH,Ashtabula,Republican,Ted Cruz,1833,0.132
16153,Ohio,OH,Athens,Republican,Donald Trump,2621,0.424
16154,Ohio,OH,Athens,Republican,John Kasich,2497,0.404
16157,Ohio,OH,Auglaize,Republican,Donald Trump,4284,0.375
16158,Ohio,OH,Auglaize,Republican,John Kasich,4998,0.438
16160,Ohio,OH,Auglaize,Republican,Ted Cruz,1767,0.155
16161,Ohio,OH,Belmont,Republican,Donald Trump,5313,0.493
16162,Ohio,OH,Belmont,Republican,John Kasich,2995,0.278
16164,Ohio,OH,Belmont,Republican,Ted Cruz,1959,0.182
16165,Ohio,OH,Brown,Republican,Donald Trump,4564,0.495
16166,Ohio,OH,Brown,Republican,John Kasich,2859,0.31
16169,Ohio,OH,Butler,Republican,Donald Trump,27211,0.396
16170,Ohio,OH,Butler,Republican,John Kasich,28606,0.416
16171,Ohio,OH,Butler,Republican,Marco Rubio,1676,0.024
16172,Ohio,OH,Butler,Republican,Ted Cruz,9988,0.145
16173,Ohio,OH,Carroll,Republican,Donald Trump,2702,0.475
16174,Ohio,OH,Carroll,Republican,John Kasich,1972,0.347
16177,Ohio,OH,Champaign,Republican,Donald Trump,3370,0.396
16178,Ohio,OH,Champaign,Republican,John Kasich,3593,0.422
16181,Ohio,OH,Clark,Republican,Donald Trump,9953,0.408
16182,Ohio,OH,Clark,Republican,John Kasich,10661,0.437
16184,Ohio,OH,Clark,Republican,Ted Cruz,2811,0.115
16185,Ohio,OH,Clermont,Republican,Donald Trump,17186,0.404
16186,Ohio,OH,Clermont,Republican,John Kasich,17153,0.403
16188,Ohio,OH,Clermont,Republican,Ted Cruz,6672,0.157
16189,Ohio,OH,Clinton,Republican,Donald Trump,3938,0.433
16190,Ohio,OH,Clinton,Republican,John Kasich,3456,0.38
16193,Ohio,OH,Columbiana,Republican,Donald Trump,8823,0.467
16194,Ohio,OH,Columbiana,Republican,John Kasich,7094,0.375
16196,Ohio,OH,Columbiana,Republican,Ted Cruz,2265,0.12
16197,Ohio,OH,Coshocton,Republican,Donald Trump,2747,0.421
16198,Ohio,OH,Coshocton,Republican,John Kasich,2621,0.402
16201,Ohio,OH,Crawford,Republican,Donald Trump,3060,0.364
16202,Ohio,OH,Crawford,Republican,John Kasich,3308,0.394
16204,Ohio,OH,Crawford,Republican,Ted Cruz,1713,0.204
16205,Ohio,OH,Cuyahoga,Republican,Donald Trump,45884,0.326
16206,Ohio,OH,Cuyahoga,Republican,John Kasich,76674,0.544
16207,Ohio,OH,Cuyahoga,Republican,Marco Rubio,4597,0.033
16208,Ohio,OH,Cuyahoga,Republican,Ted Cruz,12254,0.087
16209,Ohio,OH,Darke,Republican,Donald Trump,5437,0.426
16210,Ohio,OH,Darke,Republican,John Kasich,5042,0.395
16212,Ohio,OH,Darke,Republican,Ted Cruz,1770,0.139
16213,Ohio,OH,Defiance,Republican,Donald Trump,2595,0.309
16214,Ohio,OH,Defiance,Republican,John Kasich,3956,0.471
16217,Ohio,OH,Delaware,Republican,Donald Trump,11146,0.216
16218,Ohio,OH,Delaware,Republican,John Kasich,32885,0.639
16220,Ohio,OH,Delaware,Republican,Ted Cruz,6199,0.12
16221,Ohio,OH,Erie,Republican,Donald Trump,4902,0.384
16222,Ohio,OH,Erie,Republican,John Kasich,5588,0.438
16224,Ohio,OH,Erie,Republican,Ted Cruz,1600,0.125
16225,Ohio,OH,Fairfield,Republican,Donald Trump,9838,0.31
16226,Ohio,OH,Fairfield,Republican,John Kasich,15478,0.488
16228,Ohio,OH,Fairfield,Republican,Ted Cruz,5380,0.17
16229,Ohio,OH,Fayette,Republican,Donald Trump,1902,0.374
16230,Ohio,OH,Fayette,Republican,John Kasich,2395,0.471
16233,Ohio,OH,Franklin,Republican,Donald Trump,35224,0.222
16234,Ohio,OH,Franklin,Republican,John Kasich,101217,0.637
16235,Ohio,OH,Franklin,Republican,Marco Rubio,2740,0.017
16236,Ohio,OH,Franklin,Republican,Ted Cruz,18413,0.116
16237,Ohio,OH,Fulton,Republican,Donald Trump,2944,0.307
16238,Ohio,OH,Fulton,Republican,John Kasich,4578,0.478
16240,Ohio,OH,Fulton,Republican,Ted Cruz,1680,0.175
16241,Ohio,OH,Gallia,Republican,Donald Trump,2900,0.465
16242,Ohio,OH,Gallia,Republican,John Kasich,2087,0.335
16245,Ohio,OH,Geauga,Republican,Donald Trump,8101,0.34
16246,Ohio,OH,Geauga,Republican,John Kasich,12034,0.504
16248,Ohio,OH,Geauga,Republican,Ted Cruz,2690,0.113
16249,Ohio,OH,Greene,Republican,Donald Trump,13137,0.361
16250,Ohio,OH,Greene,Republican,John Kasich,17070,0.468
16252,Ohio,OH,Greene,Republican,Ted Cruz,4965,0.136
16253,Ohio,OH,Guernsey,Republican,Donald Trump,3029,0.438
16254,Ohio,OH,Guernsey,Republican,John Kasich,2661,0.385
16257,Ohio,OH,Hamilton,Republican,Donald Trump,40951,0.291
16258,Ohio,OH,Hamilton,Republican,John Kasich,67510,0.479
16259,Ohio,OH,Hamilton,Republican,Marco Rubio,15122,0.107
16260,Ohio,OH,Hamilton,Republican,Ted Cruz,15122,0.107
16261,Ohio,OH,Hancock,Republican,Donald Trump,5744,0.319
16262,Ohio,OH,Hancock,Republican,John Kasich,8496,0.471
16264,Ohio,OH,Hancock,Republican,Ted Cruz,3037,0.168
16265,Ohio,OH,Hardin,Republican,Donald Trump,1953,0.364
16266,Ohio,OH,Hardin,Republican,John Kasich,2265,0.422
16273,Ohio,OH,Henry,Republican,Donald Trump,1981,0.294
16274,Ohio,OH,Henry,Republican,John Kasich,3499,0.519
16277,Ohio,OH,Highland,Republican,Donald Trump,3831,0.486
16278,Ohio,OH,Highland,Republican,John Kasich,2619,0.332
16281,Ohio,OH,Hocking,Republican,Donald Trump,2007,0.414
16282,Ohio,OH,Hocking,Republican,John Kasich,1782,0.368
16285,Ohio,OH,Holmes,Republican,Donald Trump,1845,0.323
16286,Ohio,OH,Holmes,Republican,John Kasich,2347,0.411
16289,Ohio,OH,Huron,Republican,Donald Trump,3789,0.391
16290,Ohio,OH,Huron,Republican,John Kasich,4019,0.414
16293,Ohio,OH,Jackson,Republican,Donald Trump,3018,0.504
16294,Ohio,OH,Jackson,Republican,John Kasich,1963,0.328
16297,Ohio,OH,Jefferson,Republican,Donald Trump,5695,0.518
16298,Ohio,OH,Jefferson,Republican,John Kasich,3176,0.289
16301,Ohio,OH,Knox,Republican,Donald Trump,4100,0.314
16302,Ohio,OH,Knox,Republican,John Kasich,5523,0.423
16304,Ohio,OH,Knox,Republican,Ted Cruz,2972,0.227
16305,Ohio,OH,Lake,Republican,Donald Trump,17306,0.395
16306,Ohio,OH,Lake,Republican,John Kasich,20566,0.469
16308,Ohio,OH,Lake,Republican,Ted Cruz,4421,0.101
16309,Ohio,OH,Lawrence,Republican,Donald Trump,5764,0.473
16310,Ohio,OH,Lawrence,Republican,John Kasich,3692,0.303
16312,Ohio,OH,Lawrence,Republican,Ted Cruz,1921,0.158
16313,Ohio,OH,Licking,Republican,Donald Trump,10932,0.315
16314,Ohio,OH,Licking,Republican,John Kasich,17357,0.5
16316,Ohio,OH,Licking,Republican,Ted Cruz,5476,0.158
16317,Ohio,OH,Logan,Republican,Donald Trump,4064,0.391
16318,Ohio,OH,Logan,Republican,John Kasich,3931,0.378
